,hex_id_9,dist_supermercados,dist_hospitales,dist_farmacias,pobtot,pobmas,centroid_coords,lat,lon,dist_promedio,min_farmacias,min_supermercados,min_hospitales
17363,8949ab41b9bffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.5899248554535 20.78496828281914),20.784968282819136,-103.58992485545349,0.0,0.0,0.0,0.0
17364,89498c934afffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.1370828749395 20.51927952053843),20.519279520538426,-103.13708287493954,0.0,0.0,0.0,0.0
17365,8949ab4c1d3ffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.6184447858793 20.88348325806385),20.88348325806385,-103.6184447858793,0.0,0.0,0.0,0.0
17366,8949aa29907ffff,1649.045,3160.932,1470.197,0.0,0.0,POINT (-103.1772067776102 20.4986079317082),20.4986079317082,-103.17720677761022,2093.3913333333335,25.20438531826987,28.2704736760899,54.1895732972176
17367,8949ab5363bffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.5778362610812 20.4869407877839),20.486940787783897,-103.5778362610812,0.0,0.0,0.0,0.0
17368,8949ab4d113ffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.5566335320093 20.89735483768062),20.89735483768062,-103.55663353200933,0.0,0.0,0.0,0.0
17369,89498c9420bffff,914.84016,652.0426,203.59132,2728.46442687747,1332.090909090909,POINT (-103.2838504573133 20.69973082786733),20.69973082786733,-103.28385045731333,590.1580266666666,3.490276525346728,15.68360151548919,11.178320275668169
17370,89498c92d87ffff,1763.242125,4545.285125,2473.659125,0.0,0.0,POINT (-103.2620443952443 20.56916845475938),20.569168454759378,-103.26204439524426,2927.395458333334,42.40728129125165,30.22821698582229,77.92229046304709
17371,8949aa29187ffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.1420400871173 20.43904693707285),20.439046937072845,-103.14204008711725,0.0,0.0,0.0,0.0
17372,8949ab4842fffff,1112.0658,3796.65504,1893.9428,0.0,0.0,POINT (-103.4641353506485 20.77126849388207),20.771268493882065,-103.46413535064848,2267.5545466666667,32.46888961272737,19.064747732766453,65.08811849616842
17373,8949aa2ab53ffff,211.37205882352941,7231.832,214.15364705882354,953.8064516129032,465.1612903225808,POINT (-103.2369707722585 20.44009306644879),20.440093066448785,-103.23697077225849,2552.452568627451,3.67135223224055,3.623665955041563,123.97922202602389
17374,8949ab4a523ffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.51330968485 20.72376949182745),20.72376949182745,-103.51330968485004,0.0,0.0,0.0,0.0
17375,89498c96b0bffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.3720316224216 20.70702551481023),20.707025514810233,-103.37203162242163,0.0,0.0,0.0,0.0
17376,8949ab41c03ffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.5935969018724 20.74747995451258),20.747479954512578,-103.59359690187239,0.0,0.0,0.0,0.0
17377,89498c94383ffff,485.49321052631564,1796.0985263157893,278.97568421052637,2778.836363636363,1348.6545454545455,POINT (-103.3120207327234 20.70378316222666),20.703783162226664,-103.3120207327234,853.5224736842105,4.782631606016121,8.32307367482669,30.791492110812246
17378,89498c9052bffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.1901067410036 20.59064439281679),20.59064439281679,-103.19010674100362,0.0,0.0,0.0,0.0
17379,8949ab4a5afffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.5169648139646 20.71891591367714),20.71891591367714,-103.51696481396463,0.0,0.0,0.0,0.0
17380,8949aa2b373ffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.1362358404545 20.40253315650371),20.402533156503715,-103.13623584045455,0.0,0.0,0.0,0.0
17381,8949ab586cbffff,522.0202777777779,2265.550388888889,502.5372222222222,546.2912621359226,264.2330097087379,POINT (-103.4431916341996 20.59784184506253),20.597841845062526,-103.44319163419956,1096.7026296296297,8.61526842026062,8.949277018699798,38.83956024907663
17382,8949ab481abffff,347.53141176470587,1694.9100588235294,185.8015294117647,491.3212039532797,244.41644204851735,POINT (-103.4836780494733 20.798632368165),20.798632368165,-103.48367804947333,742.7476666666666,3.1852964874897514,5.957919661324268,29.05676327893452
17383,8949ab489b7ffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.5297724584381 20.84706133296815),20.84706133296815,-103.52977245843809,0.0,0.0,0.0,0.0
17384,8949ab4152bffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.5773525632939 20.71868168291625),20.71868168291625,-103.5773525632939,0.0,0.0,0.0,0.0
17385,89498c86e63ffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.3362044568666 20.84317131887902),20.84317131887902,-103.33620445686655,0.0,0.0,0.0,0.0
17386,89498c93593ffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.152969949068 20.51889236623095),20.518892366230954,-103.15296994906801,0.0,0.0,0.0,0.0
17387,8949ab485afffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.4890188190427 20.77674138398241),20.77674138398241,-103.48901881904271,0.0,0.0,0.0,0.0
17388,8949ab49b27ffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.4347480862218 20.87535015630318),20.875350156303185,-103.4347480862218,0.0,0.0,0.0,0.0
17389,8949ab49d2fffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.4570521103343 20.84282665993443),20.842826659934428,-103.45705211033433,0.0,0.0,0.0,0.0
17390,8949aa2502fffff,2090.7162222222223,3844.808222222222,2260.796222222222,0.0,0.0,POINT (-103.4275215524237 20.46782368683524),20.467823686835242,-103.42752155242374,2732.106888888889,38.758056988946215,35.84228321513813,65.91363464062371
17391,8949aa2d47bffff,1216.6470526315788,7609.014947368421,1390.3578947368421,0.0,0.0,POINT (-103.2552758827277 20.51025277871448),20.51025277871448,-103.25527588272766,3405.3399649122807,23.835660193325026,20.857640922178238,130.44547405956388
17392,8949aa2ce57ffff,570.1205238095238,2386.5468095238093,673.5508095238094,266.7471910112359,130.95505617977528,POINT (-103.3392434696065 20.55839373668191),20.558393736681914,-103.33924346960653,1210.072714285714,11.547047188009968,9.773885649303523,40.91386757511116
17393,8949ab4b1b3ffff,188.58811111111117,6136.961592592594,917.7399259259257,559.9173913043477,368.0152173913045,POINT (-103.4479221412872 20.74246057473437),20.742460574734366,-103.44792214128722,2414.42987654321,15.73331377699552,3.2330683703538625,105.20926424358564
17394,8949ab4dd7bffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.5911703706065 20.93452982161881),20.934529821618806,-103.59117037060648,0.0,0.0,0.0,0.0
17395,89498cb31a3ffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.4310274775403 20.9128381069109),20.9128381069109,-103.43102747754034,0.0,0.0,0.0,0.0
17396,8949aa2edbbffff,0.0,0.0,0.0,0.0,0.0,POINT (-103.4241481182131 20.5018719873131),20.501871987313102,-103.42414811821305,0.0,0.0,0.0,0.0
