,hex_id_9,dist_supermercados,dist_farmacias,dist_hospitales,pobtot,pobmas,centroid_coords,lat,lon,dist_promedio,min_farmacias,min_supermercados,min_hospitales
0,894509b2d43ffff,0.0,0.0,0.0,0.0,0.0,POINT (-89.72345199135765 20.96210321590469),20.96210321590469,-89.72345199135765,0.0,0.0,0.0,0.0
1,894509869abffff,0.0,0.0,0.0,0.0,0.0,POINT (-89.60940882471284 20.88263036617787),20.882630366177867,-89.60940882471284,0.0,0.0,0.0,0.0
2,894509a1113ffff,0.0,0.0,0.0,0.0,0.0,POINT (-89.57138788455636 21.1415811130343),21.141581113034295,-89.57138788455636,0.0,0.0,0.0,0.0
3,894509a3167ffff,2667.240333333333,2771.4846666666667,6686.031333333333,0.0,0.0,POINT (-89.60031800864158 21.1014463458607),21.101446345860705,-89.60031800864158,4041.585444444445,47.51306623693519,45.72594903796151,114.62226489059562
4,89457241dc7ffff,0.0,0.0,0.0,0.0,0.0,POINT (-89.82492779597499 20.79722690818036),20.79722690818036,-89.82492779597499,0.0,0.0,0.0,0.0
5,894509b436fffff,0.0,0.0,0.0,0.0,0.0,POINT (-89.76216361588317 21.10732484185184),21.107324841851838,-89.76216361588317,0.0,0.0,0.0,0.0
6,89450986a8bffff,0.0,0.0,0.0,0.0,0.0,POINT (-89.56501706438461 20.8683989982916),20.868398998291603,-89.5650170643846,0.0,0.0,0.0,0.0
7,894509b14afffff,191.29323809523808,373.36390476190473,2785.646571428571,847.5476190476194,402.7698412698413,POINT (-89.59813391271523 20.95248103029817),20.952481030298173,-89.59813391271523,1116.7679047619047,6.4007801128371655,3.2794438308144565,47.75585145854813
8,8945098680fffff,5378.353777777778,6420.471777777778,9553.692777777776,0.0,0.0,POINT (-89.58533882405033 20.87019061158717),20.87019061158717,-89.58533882405033,7117.506111111111,110.06963326152093,92.20403863773599,163.7841418418641
9,894509ba40bffff,3237.417333333333,4748.847333333334,9408.011333333334,0.0,0.0,POINT (-89.52438956779285 20.95157512412441),20.951575124124414,-89.52438956779285,5798.092000000001,81.41206791128789,55.500802889258416,161.28664575154434
10,89457249163ffff,0.0,0.0,0.0,0.0,0.0,POINT (-89.6306890854389 20.83617955428399),20.836179554283987,-89.6306890854389,0.0,0.0,0.0,0.0
11,894509b06cfffff,197.87185714285715,612.6957142857143,3754.9757142857134,545.3464052287582,261.09041394335514,POINT (-89.62485309620213 20.95202510903022),20.952025109030224,-89.62485309620213,1521.8477619047617,10.503775253050938,3.3922246685785797,64.37358718838547
12,894509a664fffff,0.0,0.0,0.0,0.0,0.0,POINT (-89.74397138047422 21.16772808818582),21.16772808818582,-89.74397138047422,0.0,0.0,0.0,0.0
13,8945724b54bffff,9304.0005,8867.2885,8867.2885,0.0,0.0,POINT (-89.659168938192 20.75423281151915),20.754232811519152,-89.659168938192,9012.859166666667,152.01674066962678,159.50353156983422,152.01674066962678
