,hex_id_9,dist_supermercados,dist_farmacias,dist_hospitales,pobtot,pobmas,centroid_coords,lat,lon,dist_promedio,min_farmacias,min_supermercados,min_hospitales
0,894983ca493ffff,509.23383720930235,209.9446279069767,473.58132558139533,398.9867534800181,181.12640323304902,POINT (-100.4038857726786 20.57851486206373),20.578514862063734,-100.40388577267859,397.5865968992248,3.599194731908877,8.730072126473098,8.118861764437355
1,894983c36cbffff,572.6722222222222,474.34422222222224,3825.9851111111107,292.95918367346934,142.34693877551018,POINT (-100.4631433158227 20.531367037926),20.531367037926003,-100.46314331582273,1624.3338518518515,8.131940515715867,9.817630800470113,65.5909398280693
2,894983d9613ffff,3509.067333333333,4590.333333333333,9607.037333333334,0.0,0.0,POINT (-100.3011385698808 20.49290481680552),20.492904816805524,-100.30113856988078,5902.146,78.69457635448273,60.157846313852545,164.69865651768927
3,894982a5263ffff,0.0,0.0,0.0,0.0,0.0,POINT (-100.3140340971683 20.36245982195561),20.36245982195561,-100.31403409716832,0.0,0.0,0.0,0.0
4,894982ac8cfffff,0.0,0.0,0.0,0.0,0.0,POINT (-100.2775623263435 20.45460108288512),20.454601082885123,-100.27756232634347,0.0,0.0,0.0,0.0
5,894983d82abffff,0.0,0.0,0.0,0.0,0.0,POINT (-100.3707216494433 20.51528893867612),20.515288938676118,-100.37072164944328,0.0,0.0,0.0,0.0
6,894983c886fffff,5431.32325,2079.0175,5589.90325,0.0,0.0,POINT (-100.4006059333262 20.73398757068793),20.73398757068793,-100.40060593332619,4366.7480000000005,35.641725669026755,93.11212305635082,95.83074608698634
7,894983ca3d3ffff,239.29358823529418,482.30741176470593,1951.4192352941177,444.7802197802198,220.6813186813187,POINT (-100.3885537454433 20.62662362228318),20.62662362228318,-100.38855374544328,891.0067450980392,8.268457797135415,4.102339891915006,33.45423934604443
8,89498226333ffff,0.0,0.0,0.0,0.0,0.0,POINT (-100.2367326087935 20.70891104895093),20.70891104895093,-100.23673260879352,0.0,0.0,0.0,0.0
9,89498234207ffff,0.0,0.0,0.0,0.0,0.0,POINT (-100.2049629888537 20.58416595531821),20.584165955318205,-100.20496298885367,0.0,0.0,0.0,0.0
10,89498236457ffff,0.0,0.0,0.0,0.0,0.0,POINT (-100.2510361594919 20.49128239134435),20.491282391344345,-100.25103615949193,0.0,0.0,0.0,0.0
