,hex_id_9,dist_supermercados,dist_farmacias,dist_hospitales,pobtot,pobmas,centroid_coords,lat,lon,dist_promedio,min_farmacias,min_supermercados,min_hospitales
0,894994ace4bffff,584.7774117647058,556.404705882353,2542.188235294118,337.0435424948962,159.62627592134953,POINT (-98.29390218440824 19.07094812262369),19.07094812262369,-98.29390218440824,1227.7901176470589,9.538747936472081,10.02515663651756,43.58211303242046
1,894994a85d7ffff,660.82485,908.53265,4166.43685,580.0,280.47244094488184,POINT (-98.17365731177765 18.91510649505796),18.91510649505796,-98.17365731177765,1911.93145,15.57546844730932,11.328879155166206,71.42748881383827
2,89499431ad7ffff,0.0,0.0,0.0,0.0,0.0,POINT (-98.07588718958486 19.15387293056421),19.153872930564205,-98.07588718958486,0.0,0.0,0.0,0.0
3,894994a1cd3ffff,0.0,0.0,0.0,0.0,0.0,POINT (-98.28182625097418 18.88963555134179),18.889635551341794,-98.28182625097418,0.0,0.0,0.0,0.0
4,894994ac02bffff,1117.627,1237.9675,2252.318,0.0,0.0,POINT (-98.29196369502321 19.04016276703443),19.040162767034428,-98.29196369502321,1535.9708333333335,21.223148925957037,19.160086403456138,38.61271022269462
5,894994ad477ffff,456.8200689655173,182.8770689655173,773.8397241379312,1423.7027494593754,667.9513541344866,POINT (-98.22701182903043 19.01944261659942),19.019442616599424,-98.22701182903043,471.1789540229886,3.135160874415273,7.831514442843724,13.266354496544395
6,8949943ad0bffff,0.0,0.0,0.0,0.0,0.0,POINT (-98.05487290465793 19.14983713002698),19.14983713002698,-98.05487290465793,0.0,0.0,0.0,0.0
7,89499433067ffff,1588.1143333333334,645.2402,6177.9512,211.02382925818483,100.76377952755905,POINT (-98.09262933060951 19.05554152685742),19.055541526857418,-98.09262933060951,2803.7685777777783,11.061703039550153,27.225906179104307,105.9119713359963
8,894994af6d3ffff,538.1238461538463,334.23333333333346,3061.271102564103,1219.5574350904792,582.3973249409911,POINT (-98.22969893530545 18.95521870089461),18.955218700894612,-98.22969893530545,1311.2094273504276,5.729943483453626,9.225349233749572,52.48103242811031
9,89499433363ffff,0.0,0.0,0.0,0.0,0.0,POINT (-98.08657702135973 19.0769433367841),19.076943336784097,-98.08657702135973,0.0,0.0,0.0,0.0
10,894994aad4fffff,0.0,0.0,0.0,0.0,0.0,POINT (-98.23104149530269 18.92311191895592),18.92311191895592,-98.23104149530269,0.0,0.0,0.0,0.0
11,8949943a587ffff,0.0,0.0,0.0,0.0,0.0,POINT (-98.02918228525009 19.09094058215488),19.090940582154875,-98.02918228525009,0.0,0.0,0.0,0.0
12,89499436073ffff,1218.673,1072.933,3448.3275,0.0,0.0,POINT (-98.29313344188337 19.1439118267924),19.1439118267924,-98.29313344188337,1913.3111666666666,18.393872897773054,20.89237283777065,59.11655037630076
13,89499433387ffff,465.715,2232.8925,5817.877,0.0,0.0,POINT (-98.0977681440409 19.06290278044395),19.062902780443945,-98.0977681440409,2838.8281666666667,38.27968833039036,7.984005074488693,99.73902384666816
14,894994ada77ffff,1495.0439827586208,510.21239655172417,4403.338948275862,1563.2351806609238,749.9339076764828,POINT (-98.23697070345838 19.10375713811108),19.10375713811108,-98.23697070345838,2136.1984425287355,8.746848100525007,25.630350632744523,75.48883009507573
